word	sentence	translation	difficulty_rank
presser	Je ne voudrais pas te presser, mais essayons de prendre le prochain bus.	I don't want to rush you, but let's try to catch the next bus.	7765
presser	Nous n'avions pas besoin de nous presser.	We need not have hurried.	7765
presser	Tu n'avais pas besoin de te presser.	You didn't need to hurry.	7765
moquez	Ne vous moquez pas des autres.	Don't make fun of others.	7766
moquez	Ne vous moquez pas de cet enfant.	Don't make fun of that child.	7766
moquez	Vous vous moquez de moi ?	Are you kidding me?	7766
chalet	Je vis un chalet au loin.	I saw a cottage in the distance.	7767
provenant	Vous ne devriez pas manger de poisson provenant de cette rivière.	You shouldn't eat any fish that come from this river.	7769
provenant	J'ai entendu des bruits étranges provenant de sa chambre.	I heard strange noises coming from his bedroom.	7769
provenant	J'ai entendu un bruit étrange provenant de la cuisine.	I heard a strange noise coming from the kitchen.	7769
apprenez	Apprenez-vous l'anglais ?	Are you studying English?	7771
apprenez	Apprenez ces noms par cœur.	Learn these names by heart.	7771
apprenez	D'abord, apprenez la formule par cœur.	First of all, learn the formula by heart.	7771
occupez	Occupez-vous d'abord de vos propres affaires.	Tend to your own affairs first.	7772
occupez	Quel poste occupez-vous ?	What position do you hold?	7772
occupez	Occupez-vous juste de vos affaires, je vous prie.	Just mind your own business, please.	7772
remettez	Remettez bien le couteau à sa place après usage.	After using the knife, please be sure to put it back where it was.	7773
remettez	Remettez le livre où il était.	Put the book back where it was.	7773
remettez	Ne remettez jamais les pieds ici !	Don't you ever come here again!	7773
intégrité	Remettez-vous en question mon intégrité ?	Are you questioning my integrity?	7773
envoler	J'ai vu un groupe d'oiseaux s'envoler.	I saw some birds take off.	7774
envoler	Si je pouvais, je laisserais s'envoler librement tous les oiseaux en cage.	If I could, I would let every caged bird fly free.	7774
envoler	J'ai vu quelques oiseaux s'envoler.	I saw some birds take off.	7774
confesser	Vas-tu jamais confesser de tromper ton copain ?	Are you ever going to fess up about cheating on your boyfriend?	7775
confesser	Si tu veux son pardon, tu dois confesser ce que tu as fait.	If you want her forgiveness you need to come clean about what you did.	7775
confesser	Le plus grand bonheur après que d'aimer, c'est de confesser son amour.	The greatest joy after being in love is confessing one's love.	7775
endommagé	Son toit a été endommagé.	He had his roof damaged.	7777
endommagé	Le toit a été endommagé par la tempête.	The roof was damaged by the storm.	7777
endommagé	Le bâtiment fut gravement endommagé par un incendie.	The building was heavily damaged by fire.	7777
foie	Mon foie est très endommagé.	My liver is heavily damaged.	7777
harceler	Arrête de me harceler.	Stop badgering me.	7778
harceler	Arrêtez de me harceler.	Stop badgering me.	7778
harceler	Je me fais harceler.	I'm being harassed.	7778
napoléon	De quelle couleur était le cheval blanc de Napoléon ?	What was the colour of the white horse of Napoleon?	7780
napoléon	Napoléon avait un cheval blanc.	Napoleon used to have a white horse.	7780
napoléon	Napoléon a guidé ses troupes en Russie.	Napoleon guided his troops to Russia.	7780
z	John connaît l'histoire anglaise de A à Z.	John knows English history from A to Z.	7781
z	Je voudrais lui parler entre quatre-z-yeux.	I would like to talk to him face to face.	7781
z	J'ai quelque chose à régler avec toi entre quatre-z-yeux.	I have something to talk over with you, face to face.	7781
u	Le latin utilise 23 lettres : a, b, c, d, e, f, g, h, i, k, l, m, n, o, p, q, r, s, t, u, x, y, z.	Now, in Latin there are twenty-three letters: a, b, c, d, e, f, g, h, i, k, l, m, n, o, p, q, r, s, t, u, x, y, z.	7781
k	Le latin utilise 23 lettres : a, b, c, d, e, f, g, h, i, k, l, m, n, o, p, q, r, s, t, u, x, y, z.	Now, in Latin there are twenty-three letters: a, b, c, d, e, f, g, h, i, k, l, m, n, o, p, q, r, s, t, u, x, y, z.	7781
q	Le latin utilise 23 lettres : a, b, c, d, e, f, g, h, i, k, l, m, n, o, p, q, r, s, t, u, x, y, z.	Now, in Latin there are twenty-three letters: a, b, c, d, e, f, g, h, i, k, l, m, n, o, p, q, r, s, t, u, x, y, z.	7781
parlions	Nous parlions souvent de notre avenir.	We would often talk about our future.	7782
parlions	Juste au moment où nous parlions, un incendie s'est déclaré.	Just as he was speaking, a fire broke out.	7782
parlions	Nous parlions à voix basse pour ne pas réveiller le bébé.	We talked in low voices so as not to wake the baby.	7782
motivation	Il manque de motivation.	He lacks motivation.	7783
motivation	La peur est une grande motivation.	Fear is a great motivator.	7783
motivation	La motivation est la clé du succès.	Motivation is the key to success.	7783
révélation	Quelle révélation !	What a revelation!	7784
révélation	Ce fut une révélation pour moi.	It was a revelation to me.	7784
révélation	Ça a été une révélation pour moi.	It was a revelation to me.	7784
tentant	Ça semble fort tentant.	That sounds very tempting.	7785
tentant	Ça semble très tentant.	That sounds very tempting.	7785
tentant	Ça a l'air très tentant.	That sounds very tempting.	7785
roland	Mme Roland, que pensez-vous de ce problème ?	Ms. Roland, what do you think about this problem?	7786
roland	Ensuite, nous parlerons à madame Pam Roland.	Next, we will talk to Ms. Pam Roland.	7786
pam	Ensuite, nous parlerons à madame Pam Roland.	Next, we will talk to Ms. Pam Roland.	7786
indépendant	Je veux être plus indépendant.	I want to be more independent.	7787
indépendant	Il est temps que tu sois indépendant de tes parents.	It's about time you were independent of your parents.	7787
indépendant	John espère être indépendant de ses parents.	John hopes to be independent of his parents.	7787
seattle	Le groupe de Seattle joue du rock indépendant et de la musique électronique.	The Seattle-based outfit plays indie rock and electronic music.	7787
prétends	Je ne prétends pas comprendre les femmes.	I don't pretend to understand women.	7788
prétends	Fais attention à ce que tu prétends être, parce que tu es ce que tu prétends.	Be careful what you pretend to be because you are what you pretend to be.	7788
prétends	Je ne prétends pas que nous sommes parfaits.	I don't claim that we're perfect.	7788
communistes	Nous sommes tous devenus communistes.	We've all become communists.	7789
serveurs	Les serveurs sont hors service.	The servers are down.	7790
serveurs	Les serveurs ont planté.	The servers are down.	7790
danseur	Chaque mouvement du danseur était parfait.	Each movement of the dancer was perfect.	7792
danseur	Je vois rarement un danseur aussi élégant que lui.	Rarely have I met such a graceful dancer.	7792
danseur	Le danseur au milieu de la pièce est prêt à commencer.	The dancer in the middle of the room is ready to begin.	7792
servante	Il a une servante.	He has a maid.	7793
servante	Je ne suis pas ta servante.	I'm not your servant.	7793
servante	Tais-toi, servante de l’enfer !	Shut up, servant of hell!	7793
jadis	J'étais amoureux jadis.	I was in love once.	7794
jadis	Il l'a aimée, jadis.	He used to love her.	7794
centimètres	Mon frère a deux ans de plus que moi, mais il mesure trois centimètres de moins.	My brother is two years older than me, but three centimeters shorter.	7795
centimètres	Tu es trois centimètres plus grand que moi.	You are three centimetres taller than me.	7795
centimètres	Un pouce est maintenant précisément 2,54 centimètres.	An inch is now precisely 2.54 centimeters.	7795
rôti	Elle a rôti la dinde.	She roasted the turkey.	7796
rôti	J'ai fait un rôti.	I made a pot roast.	7796
rôti	On mange de l'agneau rôti pour Pâques.	Roast lamb is eaten for Easter.	7796
anormal	Il n'y a rien d'anormal à avoir un enfant autour de 40 ans.	There is nothing abnormal in having a child around forty.	7797
anormal	Il est anormal d'avoir le cœur du côté droit.	It is abnormal to have the heart on the right side.	7797
anormal	Je ne veux pas avoir d'enfants. Est-ce anormal ?	I don't want to have children. Is that abnormal?	7797
sentiras	Maintenant que tu connais la vérité, peut-être que tu te sentiras mieux.	Now that you know the truth, perhaps you'll feel better.	7798
sentiras	Tu te sentiras beaucoup mieux si tu prends ce médicament.	This medicine will make you feel much better.	7798
sentiras	Tu te sentiras mieux si tu prends ce médicament.	If you take medicine, you will feel better.	7798
gages	Les gages du péché sont la mort.	The wages of sin are death.	7799
gages	Tom a été tué par un tueur à gages.	Tom was killed by a hitman.	7799
gages	Tom a été assassiné par un tueur à gages.	Tom was killed by a hired assassin.	7799
insultes	J'ai mieux à faire que de rester là à subir tes insultes.	I have better things to do than stand here and take your insults.	7800
insultes	Pourquoi m'insultes-tu ?	Why are you insulting me?	7800
insultes	Est-ce que tu connais des insultes en français?	Do you know how to swear in French?	7800
émissions	Beaucoup d'émissions ont une mauvaise influence sur les enfants.	Many TV programs have a bad influence on children.	7801
émissions	Les journaux, les magazines et les émissions d'information nous disent ce qui se passe dans le monde.	Newspapers, magazines, and newscasts tell what is going on in the world.	7801
émissions	Tom et Marie n'aiment pas le même genre d'émissions de télévision.	Tom and Mary don't like the same kind of TV shows.	7801
couverte	Ma maison est couverte par l'assurance.	My house is covered by insurance.	7802
couverte	La peau des animaux est couverte de poils.	The skin of animals is covered with hair.	7802
couverte	L'échelle était couverte de boue.	The ladder was covered with mud.	7802
désespérément	Il voulait désespérément s'échapper.	He was desperate to escape.	7803
désespérément	Le champ a désespérément besoin d'eau.	The field is crying out for rain.	7803
désespérément	Elle avait désespérément besoin de l'argent.	She needed the money desperately.	7803
malins	Nous sommes plus malins que ça.	We're smarter than that.	7804
malins	Les chats sont plus malins que tu ne penses.	Cats are smarter than you think.	7804
malins	Les chats sont plus malins que vous ne pensez.	Cats are smarter than you think.	7804
discussions	Ils auront des discussions demain.	They will hold talks tomorrow.	7805
discussions	Elles auront des discussions demain.	They will hold talks tomorrow.	7805
discussions	Les deux parties ont des discussions cette semaine.	The two sides hold talks this week.	7805
introduire	Le monte-en-l'air a dû s'introduire dans la demeure par le toit.	The cat burglar must have entered the mansion from the roof.	7806
introduire	Personne ne peut s'y introduire.	No one can get in.	7806
étendre	Deux petites secondes, ma lessive est finie, je vais aller étendre le linge.	Wait a minute. The wash is done. I'm going to hang out the laundry to dry.	7807
