rank	word	pos	en
8086	clipită	noun	moment, instant, second, blink of an eye
8087	sociopat	noun	sociopath
8088	jenă	noun	embarrassment (state of discomfort); uneasiness
8089	pârâu	noun	stream; creek; brook
8090	externă	noun	female equivalent of extern
8091	rubin	noun	ruby
8092	ducesă	noun	duchess
8093	moralitate	noun	morality
8094	încuietoare	noun	general term for a lock or locking mechanism
8095	încăierare	noun	scuffle
8096	țintă	noun	purpose, aim, objective, target
8097	chirurgical	adj	surgical
8098	burete	noun	sponge (cleaning item)
8099	reia	verb	third-person singular present indicative/subjunctive
8100	iubeai	verb	second-person singular imperfect indicative of iubi
8101	cancelar	noun	chancellor
8102	flagrant	adj	flagrant
8103	masculi	noun	plural of mascul
8104	bancnotă	noun	banknote
8105	înnăscut	adj	innate
8106	obraji	noun	plural of obraz
8107	delfin	noun	dolphin; the Delphinus constellation
8108	lobul	noun	lobule
8109	detesta	verb	to detest
8110	recif	noun	reef
8111	absent	adj	absent
8112	zguduit	adj	shaken
8113	traumatism	noun	trauma
8114	cobai	noun	guinea pig (rodent)
8115	păianjeni	noun	plural of păianjen (“spiders”)
8116	dedica	verb	to dedicate (to an idea, an activity)
8117	terasa	verb	to fortify or buttress with a mound of earth
8118	capodoperă	noun	masterpiece
8119	atom	noun	atom
8120	amuzament	noun	amusement
8121	răgaz	noun	leisure, free time
8122	lacrimă	noun	teardrop, tear
8123	guri	noun	plural; genitive/dative singular
8124	volei	noun	volleyball
8125	lsd	noun	LSD (lysergic acid diethylamide)
8126	diplomatică	noun	diplomatics
8127	poduri	noun	plural of pod
8128	experimenta	verb	to experiment
8129	salsa	noun	salsa
8130	cinematograf	noun	cinema
8131	logodnic	noun	fiancé
8132	protectoare	noun	female equivalent of protector
8133	turnuri	noun	plural of turn towers
8134	bruxelles	name	Brussels (the capital city of Belgium)
8135	limbile	noun	definite nominative/accusative plural of limbă
8136	lins	verb	past participle of linge (“licked”)
8137	statut	noun	statute
8138	coral	adj	choral
8139	vars	verb	first-person singular present indicative/subjunctive of vărsa
8140	crater	noun	crater
8141	sonerie	noun	doorbell; bell (of a telephone)
8142	invoca	verb	to invoke
8143	radioactiv	adj	radioactive
8144	sadic	adj	sadistic
8145	ghetou	noun	ghetto
8146	fondat	adj	past participle of funda
8147	mustang	noun	mustang
8148	etic	adj	ethic
8149	ungaria	name	Hungary (a country in Central Europe; official name: Republica Ungară)
8150	gram	noun	gram (unit of mass)
8151	înspăimântat	adj	frightened
8152	propagandă	noun	propaganda
8153	meticulos	adj	meticulous
8154	iritat	verb	past participle of irita
8155	monitorizare	noun	monitoring
8156	semnifica	verb	to mean, signify
8157	viraj	noun	turn
8158	trunchi	noun	trunk, tree trunk, bole
8159	bunici	noun	indefinite plural of bunic (“grandfather”)
8160	captiv	adj	captive
8161	faraon	noun	pharaoh; Gypsy, Roma
8162	microscop	noun	microscope
8163	cumpărători	noun	plural of cumpărător
8164	ție	pron	to you
8165	espresso	noun	espresso
8166	nelimitat	adj	unlimited
8167	bancomat	noun	ATM, teller, automated teller machine
8168	murdărit	noun	dirtying
8169	catifea	noun	velvet
8170	rigid	adj	rigid
8171	parbriz	noun	windscreen
8172	arhivă	noun	archive
8173	mierea	noun	definite nominative/accusative singular of miere
8174	cifră	noun	digit; numeral, figure
8175	omagiu	noun	homage (in feudalism, the formal oath of a vassal to his or her lord)
8176	cărare	noun	path, footway; parting (the dividing line formed by combing the hair in two different directions)
8177	alunecare	noun	slippage; landslide
8178	ciudă	noun	fury, rage; grudge, malice, spite
8179	estimat	noun	estimate
8180	pinguin	noun	penguin (flightless sea bird)
8181	mintală	adj	indefinite feminine nominative/accusative singular of mintal
8182	diferență	noun	difference
8183	asemănare	noun	resemblance, similarity, similitude
8184	începeam	verb	first-person singular/plural imperfect indicative of începe
8185	haita	noun	definite nominative/accusative singular of haită
8186	iaz	noun	artificial lake made by damming a river
8187	crăpat	noun	cracking
8188	imatur	adj	immature
8189	măcel	noun	slaughter, massacre, carnage, butchery
8190	seră	noun	greenhouse (building in which plants are grown faster than outside)
8191	extenuat	adj	exhausted
8192	diesel	noun	diesel
8193	coaie	noun	dude, man, bro (term of endearment between male friends)
8194	cuantică	adj	indefinite feminine nominative/accusative singular of cuantic
8195	obișnuit	verb	past participle of obișnui used to, accustomed to, familiar with
8196	păhărel	noun	diminutive of pahar; small glass (drinking vessel)
8197	provocator	adj	provocative
8198	dotat	adj	gifted
8199	opțiune	noun	option
8200	ludovic	noun	a male given name from Latin
8201	explicit	adj	explicit
8202	cămilă	noun	camel (beast of burden)
8203	hangar	noun	hangar
8204	aborda	verb	to tackle; to approach someone
8205	lenin	name	a village in Lenin, Transnistria, Moldova
8206	cornul	noun	definite nominative/accusative singular of corn
8207	sondă	noun	probe
8208	moschee	noun	mosque (a place of worship for Muslims)
8209	numa	adv	alternative typography of numa’
8210	croitor	noun	tailor
8211	jena	verb	to embarrass; to discomfort, incommode
8212	agenți	noun	plural of agent
8213	hip-hop	noun	hip-hop
8214	nemuritoare	noun	female equivalent of nemuritor
8215	adăugăm	verb	first-person plural present indicative/subjunctive of adăuga
8216	ad	noun	hell
8217	jegos	adj	filthy, dirty, soiled
8218	scuti	verb	to exempt, exonerate, spare, save, absolve of
8219	gazon	noun	grass
8220	ucenic	noun	apprentice; disciple
8221	electromagnetic	adj	Electromagnetic.
8222	distant	adj	distant, remote
8223	brunet	adj	brunette
8224	iubeau	verb	third-person plural imperfect indicative of iubi
8225	deștept	adj	awake (in the sense of being wise or clever)
8226	corectat	noun	correction, revision
8227	party	noun	party (group of persons collected or gathered together for some particular purpose)
8228	cumpărare	noun	buying, purchasing; purchase
8229	chior	adj	blind in one eye
8230	bombardament	noun	bombardment
8231	ușoară	adj	indefinite feminine nominative/accusative singular of ușor
8232	răcire	noun	cooling
8233	prăjite	adj	indefinite feminine/neuter plural of prăjit (“fried”)
8234	covoare	noun	plural of covor
8235	perfuzie	noun	perfusion
8236	stabilitate	noun	stability
8237	filipine	name	Philippines (a country in Southeast Asia)
8238	unghie	noun	nail, fingernail, toenail
8239	reconstrui	verb	to rebuild
8240	mărfuri	noun	plural of marfă
8241	cutter	noun	cutter (vessel)
8242	îndatorat	adj	indebted
8243	silicon	noun	silicone
8244	lacăt	noun	padlock, lock
8245	pulă	noun	dick, cock (the penis)
8246	sponsor	noun	sponsor
8247	justiție	noun	justice, fairness
8248	bit	noun	bit
8249	freacă	verb	third-person singular/plural present indicative
8250	așteptam	verb	first-person singular/plural imperfect indicative of aștepta
8251	milionul	noun	definite nominative/accusative singular of milion
8252	comunicam	verb	first-person singular/plural imperfect indicative of comunica
8253	intervenim	verb	first-person plural present indicative/subjunctive of interveni
8254	ascultător	adj	obedient
8255	telescop	noun	telescope
8256	iminent	adj	imminent
8257	fizician	noun	physicist
8258	comandor	noun	commander
8259	răcoritoare	noun	soft drink
8260	adulmeca	verb	to sniff, scent, sense or trace through smell (an animal, person, etc.)
8261	umbrelă	noun	umbrella
8262	mitraliere	noun	shooting with a machine gun
8263	suflu	noun	breath
8264	piramidă	noun	pyramid; pyramid (architectural construction)
8265	învârtit	adj	whirled
8266	nefolositor	adj	useless
8267	directori	noun	indefinite nominative/accusative/genitive/dative plural of director
8268	lăuda	verb	to praise, laud
8269	compozitor	noun	composer
8270	semnalizare	noun	signalization
8271	exotic	adj	exotic
8272	filmelor	noun	definite genitive/dative plural
8273	fibră	noun	fibre
8274	fusesem	verb	first-person singular pluperfect indicative of fi: I had been
8275	viking	noun	Viking
8276	găina	verb	to excrete (about a bird)
8277	îmbarcare	noun	boarding
8278	buclă	noun	lock of hair
8279	dispune	verb	to arrange, order, place
8280	anulare	noun	nullification; cancellation
8281	forță	noun	force; strength
8282	permanente	adj	nominative/accusative feminine/neuter plural of permanent
8283	poetic	adj	poetic, poetical
8284	orelor	noun	definite genitive/dative plural
8285	scanat	adj	scanned
8286	cappuccino	noun	cappuccino
8287	ambulant	adj	peripatetic
8288	ime	verb	third-person singular/plural present subjunctive of ima
8289	scutec	noun	nappy, diaper (an absorbent garment worn by a baby, or by someone who is incontinent.)
8290	implicare	noun	implication; involvement
8291	cazurilor	noun	definite genitive/dative plural
8292	banc	noun	sand bank
8293	romană	noun	female equivalent of roman
8294	formulă	noun	formula, method
8295	mariana	name	a female given name, equivalent to English Mariana
8296	externat	adj	discharged
8297	tipurile	noun	definite nominative/accusative plural of tip
8298	evada	verb	to escape (from prison)
8299	alternativ	adj	alternative
8300	abdomenul	noun	definite nominative/accusative singular of abdomen
8301	întinse	adj	feminine/neuter plural nominative/accusative of întins
8302	poc	intj	bang
8303	întâmpinat	adj	greeted
8304	evreiesc	adj	Jewish, Hebrew
8305	fleac	noun	trifle, trinket
8306	pompă	noun	pump; pomp, showiness
8307	sugă	verb	third-person singular present subjunctive of suge
8308	lectura	verb	to read
8309	păduchi	noun	plural of păduche
8310	înfuria	verb	to infuriate, make angry, anger, enrage
8311	onestitate	noun	honesty
8312	cita	verb	to quote
8313	compensa	verb	to compensate (for), counterbalance
8314	acidul	noun	definite nominative/accusative singular of acid
8315	tătic	noun	dad, daddy, papa
8316	fenomenal	adj	phenomenal
8317	ucraina	name	Ukraine (a country in Eastern Europe, bordering on the north shore of the Black Sea)
8318	energetică	noun	energetics
8319	batistă	noun	handkerchief; batiste
8320	flăcăi	noun	plural of flăcău
8321	discreta	adj	definite feminine singular nominative/accusative of discret
8322	luptătoare	noun	female equivalent of luptător
8323	regretat	adj	regretted
8324	salve	intj	welcome!, greetings!, cheerio!
8325	ospătar	noun	waiter (a server in a restaurant or similar)
8326	demodat	adj	old-fashioned, quaint
8327	amarnic	adj	bitter
8328	cultiva	verb	to cultivate
8329	violare	noun	violation
8330	pizda	noun	definite nominative/accusative singular of pizdă
8331	inuman	adj	inhuman; inhumane
8332	vreunei	det	genitive/dative feminine of vreun
8333	ajungând	verb	gerund of ajunge
8334	înfundat	noun	clogged
8335	lipicios	adj	sticky, adhesive, gluey, agglutinative
8336	adi	name	a diminutive of the male given name Adrian
8337	invidie	noun	envy
8338	dezgropat	noun	unearthed
8339	europeană	noun	female equivalent of european
8340	promova	verb	to promote
8341	crocodili	noun	plural of crocodil
8342	reactor	noun	reactor
8343	dansatori	noun	indefinite nominative/accusative/genitive/dative plural of dansator
8344	alexandria	name	a city in Teleorman County, Romania
8345	păzi	verb	to guard, watch over, take care of, protect
8346	domino	noun	domino
8347	milioanele	noun	definite nominative/accusative plural of milion
8348	gală	noun	gala
8349	compari	verb	second-person singular present indicative/subjunctive of compara
8350	reamintit	adj	recollected
8351	pescari	noun	fishermen (plural of pescar “fisherman”)
8352	alergător	adj	runner
8353	localnic	noun	local
8354	predicator	noun	preacher
8355	raton	noun	raccoon
8356	living	noun	living room
8357	puf	noun	down (of feather)
8358	dobândit	adj	acquired
8359	anevrism	noun	aneurism
8360	fundamentale	adj	genitive/dative feminine singular
8361	impulsuri	noun	indefinite plural of impuls
8362	anal	adj	anal
8363	îngust	adj	narrow, tight; thin
8364	vrăjeală	noun	a spell; a fraud, bullshit
8365	așezat	adj	situated
8366	virtual	adj	virtual
8367	gong	noun	gong
8368	cozi	noun	indefinite plural
8369	comenta	verb	to comment
8370	ere	noun	indefinite plural
8371	acadea	noun	lollipop
8372	răzbunător	adj	vindictive, vengeful
8373	reaminti	verb	to remind
8374	spanioli	adj	nominative/accusative masculine plural of spaniol
8375	povești	noun	plural; genitive/dative singular
8376	mandate	noun	indefinite nominative/accusative/genitive/dative plural of mandat
8377	renunța	verb	to give up
8378	bradul	noun	definite nominative/accusative singular of brad
8379	nerecunoscător	noun	ungrateful
8380	formăm	verb	first-person plural present indicative/subjunctive of forma
8381	ofensivă	noun	offensive
8382	fanatic	adj	fanatic
8383	cronometru	noun	chronometer
8384	plutire	noun	floating
8385	terifiant	adj	terrifying
8386	cuvenit	adj	due
8387	mesteca	verb	to chew, masticate
8388	amabilitate	noun	kindness; courtesy
8389	step	noun	tap dance
8390	descărca	verb	to unload, unburden
8391	stabile	adj	stable, steady, firm, fixed, settled
8392	maturitate	noun	maturity
8393	vegetariană	noun	female equivalent of vegetarian
8394	distins	adj	distinguished
8395	contesta	verb	to contest, to challenge
8396	expres	adj	express
8397	toxicologic	adj	toxicological
8398	turnului	noun	definite genitive/dative singular of turn
8399	găsea	verb	third-person singular imperfect indicative of găsi
8400	constructor	noun	constructor, builder
8401	modificare	noun	modification
8402	temperaturi	noun	plural of temperatură
8403	glas	noun	voice; mode of Orthodox chant, of which there are eight
8404	expui	verb	second-person singular present indicative/subjunctive of expune
8405	trăiești	verb	first-person singular present indicative/subjunctive of trăi
8406	supărător	adj	annoying
8407	ruină	noun	ruin (state of distruction or disrepair)
8408	rotundă	noun	rotunda
8409	indicator	noun	indicator (pointer, index, substance)
8410	amară	noun	mooring
8411	risipit	adj	scattered
8412	înaintat	adj	forwarded
8413	lămuri	verb	to shed light on, make clear, clear up, be explained, enlighten
8414	sortit	adj	predestined
8415	jale	noun	grief, distress
8416	desprins	adj	unglued, unstuck
8417	biscuit	noun	biscuit, cookie
8418	frații	noun	definite nominative/accusative plural of frate
8419	șterge	verb	to wipe, clean, clear (either an object or a substance off an object)
8420	claritate	noun	clarity
8421	devotament	noun	devotion, devoutness, piety
8422	gurile	noun	definite nominative/accusative plural of gură
8423	combina	verb	to combine; to hook up, get together
8424	intensitate	noun	intensity
8425	selectat	adj	selected
8426	nevătămat	adj	unharmed
8427	veselie	noun	joy (feeling of happiness)
8428	rosti	verb	to say, utter, pronounce, articulate, intone
8429	mergeai	verb	second-person singular imperfect indicative of merge
